x,y
0.365842994011532,0.911455234103359
0.47038977479648,0.487161252244222
0.381961655202365,0.80170289181312
0.774952125950809,0.626000778264934
0.291500630586297,0.878952674323151
0.259631432051208,0.49024878457179
0.108707724155408,0.704359257864791
0.0677974595532757,0.532540837571924
0.605817066020618,0.22492258045269
0.969790523621456,0.955678169348137
0.94722992899914,0.935391129860819
0.371350681297082,0.0201862856461736
0.506209122380768,0.196512021743417
0.756590340779623,0.0648302571707383
0.275854118501054,0.0641969114027639
0.296928217995355,0.350460522318751
0.201427611973199,0.0133668558719546
0.00404079617155545,0.837247523568579
0.248356507561956,0.0312195109641655
0.400314478866085,0.369143802034923
0.276143912972964,0.295280221416435
0.213511183032551,0.868623722684551
0.00272251008201316,0.357805618295109
0.459974636534446,0.782196933437394
0.817530627188433,0.923097444059308
0.768499038884324,0.523563196139942
0.719722203702226,0.440436117768243
0.077518326109077,0.0293725666443622
0.402203018412299,0.247881742847106
0.63834380128849,0.334707991412933
0.416935420353988,0.158011738582287
0.965059759482898,0.0329330413716577
0.991012329885701,0.555599406332805
0.399056175319006,0.138931291195153
0.0423080856520248,0.288499158712626
0.49942632694014,0.0206903096874388
0.2225250056858,0.140311240980084
0.650244620665041,0.274079339106834
0.705335132509753,0.229390082329745
0.12216592380455,0.58707178761693
0.0230566232371303,0.57950647150021
0.030708690951155,0.186196392534588
0.236395535807058,0.812080948916886
0.780526008372768,0.117158090692106
0.336898445972264,0.168840582741512
0.178128167069157,0.88925754851863
0.716943619931849,0.328696534024181
0.475739537842608,0.626517519242123
0.579141488675885,0.00567520073641122
0.963375840670741,0.761643313571298
0.83307867093747,0.23073512063849
0.0999484187301135,0.661894766208849
0.632105357266076,0.81152740722317
0.541167208484096,0.525957109834056
0.198224350394751,0.266092610131892
0.0973817522931355,0.08900563442495
0.226831916555854,0.590405615348602
0.164782637646441,0.379256355910022
0.513517498743176,0.0712450389379232
0.981576929401853,0.719673130197706
0.494847749679675,0.443879825936091
0.1826620255057,0.440262515780905
0.0102842365110239,0.00933760314483288
0.769200477250872,0.750069610977445
0.989562757100363,0.377308268097019
0.46381974490509,0.678195387389822
0.329429683213638,0.0584371358045345
0.379258354338637,0.807518092353851
0.486230626883377,0.56220631331867
0.355508997802875,0.636986578993914
0.223564885162725,0.109811765640952
0.489520463186713,0.916103309038886
0.882550425081642,0.936380149936357
0.829607598042154,0.191615038577529
0.77035703516246,0.493989676650713
0.582491579026945,0.830666277487166
0.875541006937242,0.191186268676818
0.706598367843066,0.612590111382075
0.123355448473364,0.844444749650302
0.590585708049532,0.693644609616459
0.615268446461141,0.515580098266847
0.952734805049006,0.89958809069136
0.667820955574329,0.487553455457115
0.233863457734916,0.0692652539813699
0.365199172445393,0.0407595911277134
0.902242385771809,0.246288013436548
0.688070538489456,0.11796893399883
0.583934899303708,0.354318611174638
0.09912636675072,0.110988401112466
0.609676424469214,0.941523138246246
0.227400176795902,0.191613513817674
0.3822660014178,0.847554867659802
0.0232740610189469,0.177364571722593
0.700684555455674,0.0418570315311497
0.247440857523483,0.234911355967439
0.963347360188483,0.1898463926518
0.770908908027322,0.583280547121918
0.962359683061203,0.717129236468007
0.847537245779941,0.434782983045296
